YEAR,District,BEAT_I,HITS,num_searches,HITRATE
2019,25,2525,7.0,32,0.21875
2019,25,2531,8.0,46,0.17391304347826086
2019,25,2532,4.0,54,0.07407407407407407
2019,25,2533,12.0,80,0.15
2019,25,2534,11.0,59,0.1864406779661017
2019,25,2535,10.0,43,0.23255813953488372
2019,31,3100,6.0,40,0.15
2020,01,111,3.0,13,0.23076923076923078
2020,01,112,1.0,5,0.2
2020,01,113,0.0,1,0.0
2020,01,114,6.0,14,0.42857142857142855
2020,01,121,1.0,1,1.0
2020,01,122,2.0,6,0.3333333333333333
2020,01,123,5.0,23,0.21739130434782608
2020,01,124,4.0,16,0.25
2020,01,131,6.0,17,0.35294117647058826
2020,01,132,6.0,14,0.42857142857142855
2020,01,133,11.0,21,0.5238095238095238
2020,02,211,0.0,7,0.0
2020,02,212,1.0,3,0.3333333333333333
2020,02,213,0.0,2,0.0
2020,02,214,0.0,1,0.0
2020,02,215,4.0,4,1.0
2020,02,221,1.0,2,0.5
2020,02,222,0.0,1,0.0
2020,02,223,1.0,2,0.5
2020,02,225,1.0,3,0.3333333333333333
2020,02,232,0.0,2,0.0
2020,02,234,0.0,1,0.0
2020,03,311,3.0,9,0.3333333333333333
2020,03,312,11.0,21,0.5238095238095238
2020,03,313,2.0,7,0.2857142857142857
2020,03,314,2.0,5,0.4
2020,03,321,12.0,27,0.4444444444444444
2020,03,322,6.0,16,0.375
2020,03,323,6.0,17,0.35294117647058826
2020,03,324,5.0,11,0.45454545454545453
2020,03,331,8.0,15,0.5333333333333333
2020,03,332,9.0,14,0.6428571428571429
2020,03,333,3.0,4,0.75
2020,03,334,3.0,5,0.6
2020,04,411,4.0,17,0.23529411764705882
2020,04,412,4.0,13,0.3076923076923077
2020,04,413,3.0,14,0.21428571428571427
2020,04,414,3.0,20,0.15
2020,04,421,5.0,20,0.25
2020,04,422,4.0,17,0.23529411764705882
2020,04,423,6.0,18,0.3333333333333333
2020,04,424,1.0,9,0.1111111111111111
2020,04,431,1.0,8,0.125
2020,04,432,2.0,11,0.18181818181818182
2020,04,433,0.0,3,0.0
2020,04,434,2.0,9,0.2222222222222222
2020,05,511,2.0,9,0.2222222222222222
2020,05,512,2.0,9,0.2222222222222222
2020,05,513,1.0,8,0.125
2020,05,522,3.0,8,0.375
2020,05,523,2.0,9,0.2222222222222222
2020,05,524,1.0,5,0.2
2020,05,531,0.0,2,0.0
2020,05,532,1.0,9,0.1111111111111111
2020,05,533,0.0,1,0.0
2020,06,611,4.0,14,0.2857142857142857
2020,06,612,8.0,35,0.22857142857142856
2020,06,613,12.0,22,0.5454545454545454
2020,06,614,5.0,15,0.3333333333333333
2020,06,621,26.0,61,0.4262295081967213
2020,06,622,6.0,11,0.5454545454545454
2020,06,623,14.0,32,0.4375
2020,06,624,16.0,31,0.5161290322580645
2020,06,631,9.0,20,0.45
2020,06,632,9.0,23,0.391304347826087
2020,06,633,4.0,11,0.36363636363636365
2020,06,634,1.0,4,0.25
2020,07,711,11.0,46,0.2391304347826087
2020,07,712,17.0,68,0.25
2020,07,713,16.0,74,0.21621621621621623
2020,07,714,7.0,34,0.20588235294117646
2020,07,715,11.0,24,0.4583333333333333
2020,07,722,6.0,49,0.12244897959183673
2020,07,723,21.0,82,0.25609756097560976
2020,07,724,23.0,80,0.2875
2020,07,725,24.0,105,0.22857142857142856
2020,07,726,14.0,74,0.1891891891891892
2020,07,731,26.0,73,0.3561643835616438
2020,07,732,19.0,77,0.24675324675324675
2020,07,733,30.0,108,0.2777777777777778
2020,07,734,16.0,96,0.16666666666666666
2020,07,735,5.0,76,0.06578947368421052
2020,08,812,0.0,2,0.0
2020,08,813,4.0,9,0.4444444444444444
2020,08,814,3.0,11,0.2727272727272727
2020,08,815,2.0,12,0.16666666666666666
2020,08,821,5.0,11,0.45454545454545453
2020,08,822,21.0,33,0.6363636363636364
2020,08,823,11.0,21,0.5238095238095238
2020,08,824,21.0,37,0.5675675675675675
2020,08,825,12.0,32,0.375
2020,08,831,9.0,18,0.5
2020,08,832,9.0,30,0.3
2020,08,833,1.0,4,0.25
2020,08,834,1.0,2,0.5
2020,08,835,4.0,8,0.5
2020,09,911,1.0,9,0.1111111111111111
2020,09,912,2.0,6,0.3333333333333333
2020,09,913,2.0,5,0.4
2020,09,914,1.0,4,0.25
2020,09,915,0.0,3,0.0
2020,09,921,0.0,11,0.0
2020,09,922,4.0,14,0.2857142857142857
2020,09,923,12.0,14,0.8571428571428571
2020,09,924,7.0,13,0.5384615384615384
2020,09,925,3.0,9,0.3333333333333333
2020,09,931,3.0,8,0.375
2020,09,932,2.0,5,0.4
2020,09,933,1.0,5,0.2
2020,09,934,3.0,21,0.14285714285714285
2020,09,935,0.0,4,0.0
2020,10,1011,5.0,110,0.045454545454545456
2020,10,1012,2.0,38,0.05263157894736842
2020,10,1013,3.0,40,0.075
2020,10,1014,5.0,60,0.08333333333333333
2020,10,1021,7.0,62,0.11290322580645161
2020,10,1022,8.0,62,0.12903225806451613
2020,10,1023,4.0,19,0.21052631578947367
2020,10,1024,4.0,85,0.047058823529411764
2020,10,1031,5.0,39,0.1282051282051282
2020,10,1032,4.0,25,0.16
2020,10,1033,2.0,45,0.044444444444444446
2020,10,1034,0.0,33,0.0
2020,11,1111,8.0,35,0.22857142857142856
2020,11,1112,11.0,92,0.11956521739130435
2020,11,1113,10.0,50,0.2
2020,11,1114,12.0,21,0.5714285714285714
2020,11,1115,9.0,54,0.16666666666666666
2020,11,1121,19.0,60,0.31666666666666665
2020,11,1122,8.0,51,0.1568627450980392
2020,11,1123,13.0,27,0.48148148148148145
2020,11,1124,3.0,10,0.3
2020,11,1125,1.0,7,0.14285714285714285
2020,11,1131,10.0,40,0.25
2020,11,1132,10.0,66,0.15151515151515152
2020,11,1133,21.0,69,0.30434782608695654
2020,11,1134,7.0,33,0.21212121212121213
2020,11,1135,2.0,9,0.2222222222222222
2020,12,1211,1.0,3,0.3333333333333333
2020,12,1212,1.0,2,0.5
2020,12,1213,1.0,3,0.3333333333333333
2020,12,1222,1.0,7,0.14285714285714285
2020,12,1223,0.0,5,0.0
2020,12,1224,0.0,1,0.0
2020,12,1225,0.0,2,0.0
2020,12,1231,1.0,6,0.16666666666666666
2020,12,1232,0.0,4,0.0
2020,12,1233,1.0,2,0.5
2020,12,1234,3.0,11,0.2727272727272727
2020,12,1235,0.0,3,0.0
2020,14,1411,2.0,4,0.5
2020,14,1412,7.0,12,0.5833333333333334
2020,14,1413,4.0,13,0.3076923076923077
2020,14,1414,2.0,8,0.25
2020,14,1421,3.0,10,0.3
2020,14,1422,8.0,28,0.2857142857142857
2020,14,1423,9.0,19,0.47368421052631576
2020,14,1424,2.0,6,0.3333333333333333
2020,14,1431,1.0,3,0.3333333333333333
2020,14,1432,0.0,2,0.0
2020,14,1433,1.0,3,0.3333333333333333
2020,14,1434,4.0,13,0.3076923076923077
2020,15,1511,1.0,9,0.1111111111111111
2020,15,1512,4.0,10,0.4
2020,15,1513,2.0,10,0.2
2020,15,1522,1.0,14,0.07142857142857142
2020,15,1523,3.0,23,0.13043478260869565
2020,15,1524,2.0,23,0.08695652173913043
2020,15,1531,4.0,27,0.14814814814814814
2020,15,1532,2.0,25,0.08
2020,15,1533,6.0,38,0.15789473684210525
2020,16,1621,1.0,1,1.0
2020,16,1622,1.0,1,1.0
2020,16,1623,1.0,3,0.3333333333333333
2020,16,1624,0.0,1,0.0
2020,16,1631,0.0,1,0.0
2020,16,1632,1.0,7,0.14285714285714285
2020,16,1633,0.0,5,0.0
2020,16,1634,1.0,6,0.16666666666666666
2020,16,1654,0.0,1,0.0
2020,17,1711,1.0,3,0.3333333333333333
2020,17,1712,12.0,26,0.46153846153846156
2020,17,1713,8.0,11,0.7272727272727273
2020,17,1722,5.0,9,0.5555555555555556
2020,17,1723,16.0,36,0.4444444444444444
2020,17,1724,5.0,11,0.45454545454545453
2020,17,1731,6.0,12,0.5
2020,17,1732,4.0,4,1.0
2020,17,1733,3.0,7,0.42857142857142855
2020,18,1811,0.0,2,0.0
2020,18,1812,1.0,3,0.3333333333333333
2020,18,1813,0.0,3,0.0
2020,18,1814,9.0,17,0.5294117647058824
2020,18,1821,14.0,34,0.4117647058823529
2020,18,1822,3.0,9,0.3333333333333333
2020,18,1823,4.0,15,0.26666666666666666
2020,18,1824,5.0,17,0.29411764705882354
2020,18,1831,5.0,27,0.18518518518518517
2020,18,1832,13.0,38,0.34210526315789475
2020,18,1833,17.0,38,0.4473684210526316
2020,18,1834,29.0,69,0.42028985507246375
2020,19,1911,1.0,4,0.25
2020,19,1912,1.0,3,0.3333333333333333
2020,19,1913,3.0,16,0.1875
2020,19,1914,0.0,18,0.0
2020,19,1915,1.0,5,0.2
2020,19,1921,0.0,2,0.0
2020,19,1922,0.0,2,0.0
2020,19,1923,1.0,3,0.3333333333333333
2020,19,1924,2.0,4,0.5
2020,19,1925,1.0,3,0.3333333333333333
2020,19,1931,1.0,6,0.16666666666666666
2020,19,1932,2.0,2,1.0
2020,19,1933,1.0,1,1.0
2020,19,1934,1.0,2,0.5
2020,19,1935,1.0,5,0.2
2020,20,2011,8.0,12,0.6666666666666666
2020,20,2012,2.0,4,0.5
2020,20,2013,1.0,3,0.3333333333333333
2020,20,2022,0.0,1,0.0
2020,20,2023,1.0,1,1.0
2020,20,2024,1.0,4,0.25
2020,20,2031,2.0,2,1.0
2020,20,2033,2.0,6,0.3333333333333333
2020,22,2211,0.0,2,0.0
2020,22,2212,0.0,3,0.0
2020,22,2213,0.0,3,0.0
2020,22,2221,1.0,5,0.2
2020,22,2222,2.0,9,0.2222222222222222
2020,22,2223,4.0,19,0.21052631578947367
2020,22,2232,2.0,15,0.13333333333333333
2020,22,2233,6.0,16,0.375
2020,22,2234,0.0,10,0.0
2020,24,2411,18.0,35,0.5142857142857142
2020,24,2412,20.0,36,0.5555555555555556
2020,24,2413,29.0,56,0.5178571428571429
2020,24,2422,19.0,43,0.4418604651162791
2020,24,2423,8.0,15,0.5333333333333333
2020,24,2424,15.0,26,0.5769230769230769
2020,24,2431,1.0,7,0.14285714285714285
2020,24,2432,1.0,13,0.07692307692307693
2020,24,2433,4.0,9,0.4444444444444444
2020,25,2511,1.0,10,0.1
2020,25,2512,5.0,22,0.22727272727272727
2020,25,2513,1.0,6,0.16666666666666666
2020,25,2514,2.0,12,0.16666666666666666
2020,25,2515,15.0,34,0.4411764705882353
2020,25,2521,6.0,34,0.17647058823529413
2020,25,2522,6.0,37,0.16216216216216217
2020,25,2523,8.0,18,0.4444444444444444
2020,25,2524,5.0,19,0.2631578947368421
2020,25,2525,3.0,15,0.2
2020,25,2531,1.0,21,0.047619047619047616
2020,25,2532,10.0,31,0.3225806451612903
2020,25,2533,17.0,58,0.29310344827586204
2020,25,2534,9.0,47,0.19148936170212766
2020,25,2535,9.0,26,0.34615384615384615
2020,31,3100,9.0,17,0.5294117647058824
2021,01,111,13.0,25,0.52
2021,01,112,0.0,2,0.0
2021,01,113,6.0,12,0.5
2021,01,114,11.0,25,0.44
2021,01,121,5.0,11,0.45454545454545453
2021,01,122,0.0,3,0.0
2021,01,123,7.0,20,0.35
2021,01,124,6.0,15,0.4
2021,01,131,6.0,25,0.24
2021,01,132,6.0,11,0.5454545454545454
2021,01,133,3.0,7,0.42857142857142855
2021,02,211,3.0,6,0.5
2021,02,212,0.0,3,0.0
2021,02,213,0.0,4,0.0
2021,02,214,0.0,3,0.0
2021,02,215,0.0,1,0.0
2021,02,221,2.0,3,0.6666666666666666
2021,02,222,1.0,4,0.25
2021,02,223,1.0,1,1.0
2021,02,224,2.0,6,0.3333333333333333
2021,02,225,2.0,6,0.3333333333333333
2021,02,232,3.0,5,0.6
2021,02,235,1.0,3,0.3333333333333333
2021,03,311,5.0,8,0.625
2021,03,312,4.0,14,0.2857142857142857
2021,03,313,4.0,7,0.5714285714285714
2021,03,314,1.0,2,0.5
2021,03,321,7.0,13,0.5384615384615384
2021,03,322,7.0,17,0.4117647058823529
2021,03,323,4.0,11,0.36363636363636365
2021,03,324,4.0,10,0.4
2021,03,331,4.0,6,0.6666666666666666
2021,03,332,8.0,10,0.8
2021,03,333,4.0,4,1.0
2021,03,334,0.0,2,0.0
2021,04,411,4.0,16,0.25
2021,04,412,6.0,17,0.35294117647058826
2021,04,413,3.0,7,0.42857142857142855
2021,04,414,3.0,8,0.375
2021,04,421,5.0,7,0.7142857142857143
2021,04,422,3.0,8,0.375
2021,04,423,3.0,8,0.375
2021,04,424,2.0,7,0.2857142857142857
2021,04,431,0.0,1,0.0
2021,04,432,2.0,3,0.6666666666666666
2021,04,433,0.0,1,0.0
2021,04,434,1.0,1,1.0
2021,05,511,10.0,22,0.45454545454545453
2021,05,512,4.0,13,0.3076923076923077
2021,05,513,5.0,9,0.5555555555555556
2021,05,522,6.0,9,0.6666666666666666
2021,05,523,3.0,6,0.5
2021,05,524,5.0,9,0.5555555555555556
2021,05,531,2.0,5,0.4
2021,05,532,5.0,14,0.35714285714285715
2021,05,533,0.0,6,0.0
2021,06,611,12.0,42,0.2857142857142857
2021,06,612,18.0,66,0.2727272727272727
2021,06,613,13.0,45,0.28888888888888886
2021,06,614,13.0,30,0.43333333333333335
2021,06,621,13.0,61,0.21311475409836064
2021,06,622,4.0,23,0.17391304347826086
2021,06,623,25.0,60,0.4166666666666667
2021,06,624,11.0,31,0.3548387096774194
2021,06,631,7.0,14,0.5
2021,06,632,7.0,25,0.28
2021,06,633,2.0,9,0.2222222222222222
2021,06,634,1.0,2,0.5
2021,07,711,17.0,37,0.4594594594594595
2021,07,712,32.0,78,0.41025641025641024
2021,07,713,19.0,77,0.24675324675324675
2021,07,714,13.0,39,0.3333333333333333
2021,07,715,7.0,23,0.30434782608695654
2021,07,722,17.0,45,0.37777777777777777
2021,07,723,26.0,61,0.4262295081967213
2021,07,724,23.0,71,0.323943661971831
2021,07,725,48.0,94,0.5106382978723404
2021,07,726,9.0,34,0.2647058823529412
2021,07,731,29.0,63,0.4603174603174603
2021,07,732,32.0,68,0.47058823529411764
2021,07,733,30.0,80,0.375
2021,07,734,39.0,86,0.45348837209302323
2021,07,735,51.0,95,0.5368421052631579
2021,08,811,0.0,1,0.0
2021,08,813,1.0,3,0.3333333333333333
2021,08,814,2.0,3,0.6666666666666666
2021,08,815,2.0,6,0.3333333333333333
2021,08,821,1.0,6,0.16666666666666666
2021,08,822,14.0,19,0.7368421052631579
2021,08,823,12.0,24,0.5
2021,08,824,14.0,24,0.5833333333333334
2021,08,825,19.0,39,0.48717948717948717
2021,08,831,10.0,24,0.4166666666666667
2021,08,832,15.0,44,0.3409090909090909
2021,08,833,5.0,5,1.0
2021,08,834,2.0,5,0.4
2021,08,835,2.0,8,0.25
2021,09,911,0.0,7,0.0
2021,09,912,4.0,9,0.4444444444444444
2021,09,913,0.0,4,0.0
2021,09,914,2.0,8,0.25
2021,09,915,0.0,5,0.0
2021,09,921,3.0,6,0.5
2021,09,922,2.0,13,0.15384615384615385
2021,09,923,4.0,10,0.4
2021,09,924,2.0,6,0.3333333333333333
2021,09,925,2.0,4,0.5
2021,09,931,3.0,7,0.42857142857142855
2021,09,932,1.0,6,0.16666666666666666
2021,09,933,1.0,4,0.25
2021,09,934,2.0,7,0.2857142857142857
2021,09,935,0.0,4,0.0
2021,10,1011,13.0,172,0.0755813953488372
2021,10,1012,2.0,65,0.03076923076923077
2021,10,1013,5.0,40,0.125
2021,10,1014,7.0,87,0.08045977011494253
2021,10,1021,11.0,129,0.08527131782945736
2021,10,1022,7.0,99,0.0707070707070707
2021,10,1023,1.0,14,0.07142857142857142
2021,10,1024,2.0,66,0.030303030303030304
2021,10,1031,2.0,20,0.1
2021,10,1032,0.0,34,0.0
2021,10,1033,4.0,51,0.0784313725490196
2021,10,1034,3.0,26,0.11538461538461539
2021,11,1111,8.0,42,0.19047619047619047
2021,11,1112,38.0,96,0.3958333333333333
2021,11,1113,28.0,78,0.358974358974359
2021,11,1114,7.0,21,0.3333333333333333
2021,11,1115,20.0,70,0.2857142857142857
2021,11,1121,23.0,54,0.42592592592592593
2021,11,1122,27.0,77,0.35064935064935066
2021,11,1123,16.0,46,0.34782608695652173
2021,11,1124,4.0,10,0.4
2021,11,1125,0.0,3,0.0
2021,11,1131,22.0,73,0.3013698630136986
2021,11,1132,35.0,92,0.3804347826086957
2021,11,1133,37.0,126,0.29365079365079366
2021,11,1134,17.0,63,0.2698412698412698
2021,11,1135,11.0,36,0.3055555555555556
2021,12,1211,3.0,7,0.42857142857142855
2021,12,1212,0.0,5,0.0
2021,12,1213,1.0,3,0.3333333333333333
2021,12,1214,1.0,3,0.3333333333333333
2021,12,1215,0.0,2,0.0
2021,12,1221,2.0,9,0.2222222222222222
2021,12,1222,4.0,10,0.4
2021,12,1223,4.0,7,0.5714285714285714
2021,12,1224,0.0,6,0.0
2021,12,1225,2.0,6,0.3333333333333333
2021,12,1231,1.0,3,0.3333333333333333
2021,12,1232,3.0,5,0.6
2021,12,1233,5.0,9,0.5555555555555556
2021,12,1234,3.0,9,0.3333333333333333
2021,12,1235,1.0,4,0.25
2021,14,1411,2.0,3,0.6666666666666666
2021,14,1412,1.0,2,0.5
2021,14,1413,0.0,3,0.0
2021,14,1414,2.0,5,0.4
2021,14,1421,5.0,12,0.4166666666666667
2021,14,1422,13.0,20,0.65
2021,14,1423,12.0,24,0.5
2021,14,1424,7.0,12,0.5833333333333334
2021,14,1431,1.0,2,0.5
2021,14,1432,1.0,1,1.0
2021,14,1433,2.0,4,0.5
2021,14,1434,2.0,4,0.5
2021,15,1511,1.0,9,0.1111111111111111
2021,15,1512,5.0,10,0.5
2021,15,1513,1.0,7,0.14285714285714285
2021,15,1522,3.0,22,0.13636363636363635
2021,15,1523,3.0,14,0.21428571428571427
2021,15,1524,5.0,16,0.3125
2021,15,1531,3.0,18,0.16666666666666666
2021,15,1532,6.0,31,0.1935483870967742
2021,15,1533,9.0,46,0.1956521739130435
2021,16,1614,0.0,1,0.0
2021,16,1622,4.0,6,0.6666666666666666
2021,16,1623,2.0,8,0.25
2021,16,1624,5.0,9,0.5555555555555556
2021,16,1631,1.0,5,0.2
2021,16,1632,1.0,8,0.125
2021,16,1633,7.0,13,0.5384615384615384
2021,16,1634,5.0,14,0.35714285714285715
2021,17,1711,4.0,5,0.8
2021,17,1712,19.0,32,0.59375
2021,17,1713,6.0,12,0.5
2021,17,1722,18.0,29,0.6206896551724138
2021,17,1723,29.0,52,0.5576923076923077
2021,17,1724,10.0,20,0.5
2021,17,1731,8.0,16,0.5
2021,17,1732,11.0,18,0.6111111111111112
2021,17,1733,7.0,14,0.5
2021,18,1811,1.0,2,0.5
2021,18,1812,2.0,4,0.5
2021,18,1813,2.0,6,0.3333333333333333
2021,18,1814,8.0,24,0.3333333333333333
2021,18,1821,10.0,46,0.21739130434782608
2021,18,1822,3.0,13,0.23076923076923078
2021,18,1823,13.0,36,0.3611111111111111
2021,18,1824,13.0,32,0.40625
2021,18,1831,32.0,68,0.47058823529411764
2021,18,1832,32.0,62,0.5161290322580645
2021,18,1833,28.0,64,0.4375
2021,18,1834,38.0,79,0.4810126582278481
2021,19,1911,2.0,3,0.6666666666666666
2021,19,1912,0.0,6,0.0
2021,19,1913,5.0,28,0.17857142857142858
2021,19,1914,6.0,29,0.20689655172413793
2021,19,1915,1.0,5,0.2
2021,19,1922,1.0,2,0.5
2021,19,1923,0.0,3,0.0
2021,19,1924,0.0,3,0.0
2021,19,1925,1.0,5,0.2
2021,19,1931,3.0,10,0.3
2021,19,1932,1.0,2,0.5
2021,19,1933,0.0,2,0.0
2021,19,1934,0.0,4,0.0
2021,19,1935,3.0,10,0.3
2021,20,2011,3.0,6,0.5
2021,20,2012,2.0,3,0.6666666666666666
2021,20,2013,0.0,1,0.0
2021,20,2022,0.0,1,0.0
2021,20,2024,1.0,6,0.16666666666666666
2021,20,2032,0.0,1,0.0
2021,20,2033,1.0,4,0.25
2021,22,2211,6.0,14,0.42857142857142855
2021,22,2212,7.0,34,0.20588235294117646
2021,22,2213,5.0,23,0.21739130434782608
2021,22,2221,6.0,21,0.2857142857142857
2021,22,2222,15.0,38,0.39473684210526316
2021,22,2223,20.0,59,0.3389830508474576
2021,22,2232,18.0,65,0.27692307692307694
2021,22,2233,11.0,33,0.3333333333333333
2021,22,2234,14.0,35,0.4
2021,24,2411,5.0,12,0.4166666666666667
2021,24,2412,11.0,15,0.7333333333333333
2021,24,2413,6.0,23,0.2608695652173913
2021,24,2422,11.0,27,0.4074074074074074
2021,24,2423,4.0,10,0.4
2021,24,2424,8.0,16,0.5
2021,24,2431,1.0,3,0.3333333333333333
2021,24,2432,4.0,9,0.4444444444444444
2021,24,2433,5.0,10,0.5
2021,25,2511,0.0,9,0.0
2021,25,2512,3.0,27,0.1111111111111111
2021,25,2513,0.0,4,0.0
2021,25,2514,1.0,17,0.058823529411764705
2021,25,2515,4.0,28,0.14285714285714285
2021,25,2521,9.0,29,0.3103448275862069
2021,25,2522,4.0,18,0.2222222222222222
2021,25,2523,1.0,2,0.5
2021,25,2524,0.0,7,0.0
2021,25,2525,5.0,11,0.45454545454545453
2021,25,2531,8.0,17,0.47058823529411764
2021,25,2532,4.0,27,0.14814814814814814
2021,25,2533,15.0,45,0.3333333333333333
2021,25,2534,3.0,15,0.2
2021,25,2535,6.0,20,0.3
2021,31,3100,4.0,18,0.2222222222222222
